absence_days,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_aspiration_Business Owner,career_aspiration_Doctor,science_avg,humanities_avg,engagement_score,performance_consistency,average_score,performance_category
2,18,85,99,86,69,68,98,62,0.0,0.0,77.0,86.33333333333333,17.0,85.12272426371906,81.0,High
1,47,94,90,95,85,98,91,96,0.0,1.0,93.0,92.33333333333331,51.5,95.61387468964972,92.71428571428572,Excellent
2,4,81,71,83,63,80,79,83,0.0,0.0,76.75,77.66666666666667,3.0,92.55176594915342,77.14285714285714,High
1,32,97,87,95,67,98,93,89,0.0,0.0,89.25,89.66666666666667,36.5,89.32515194710571,89.42857142857143,High
3,20,100,79,72,98,87,76,76,0.0,0.0,89.25,77.0,23.5,88.76018979994176,84.0,High
6,3,54,64,72,80,98,83,85,1.0,0.0,76.0,77.33333333333333,0.0,85.4414155580846,76.57142857142857,High
5,19,97,87,70,74,73,74,81,0.0,0.0,78.5,80.66666666666667,16.5,90.35881848773808,79.42857142857143,High
1,5,65,83,67,84,89,65,73,0.0,0.0,76.25,73.66666666666667,9.5,89.92646087632602,75.14285714285714,High
10,0,53,51,57,72,77,78,79,1.0,0.0,64.75,69.33333333333333,0.0,87.47383690411299,66.71428571428571,Average
10,9,82,74,80,88,92,96,95,0.0,0.0,85.5,88.33333333333333,9.0,91.69911077626249,86.71428571428571,High
10,4,93,90,79,54,53,99,79,1.0,0.0,69.75,89.33333333333333,-1.0,81.68399086929168,78.14285714285714,High
3,22,93,90,73,94,81,84,74,0.0,0.0,85.25,82.66666666666667,20.5,91.37004110808223,84.14285714285714,High
9,3,91,95,88,89,58,81,69,1.0,0.0,81.5,81.66666666666667,-1.5,86.5853669095133,81.57142857142857,High
3,33,99,91,85,100,84,77,98,0.0,0.0,92.0,88.66666666666667,31.5,91.1144847671966,90.57142857142856,Excellent
0,13,87,63,81,85,62,98,81,0.0,0.0,78.75,80.66666666666667,13.0,87.01466028095346,79.57142857142857,High
0,19,83,79,91,62,63,76,93,0.0,0.0,74.75,82.66666666666667,19.0,87.71954708451176,78.14285714285714,High
2,10,59,73,90,74,95,77,81,0.0,0.0,79.5,77.0,14.0,88.14170975144192,78.42857142857143,High
2,29,74,68,71,60,97,64,63,0.0,0.0,75.5,65.0,28.0,87.56349459588158,71.0,Average
3,31,81,98,71,92,74,93,63,0.0,0.0,79.5,84.66666666666667,34.5,86.9397002878407,81.71428571428571,High
3,3,80,92,85,81,94,75,72,0.0,0.0,85.0,79.66666666666667,6.5,91.80011614484113,82.71428571428571,High
0,29,89,66,72,77,79,95,92,0.0,0.0,79.25,84.33333333333333,34.0,89.15476843866173,81.42857142857143,High
3,34,65,78,82,65,100,92,64,0.0,0.0,78.0,78.0,32.5,85.68217893672364,78.0,High
10,4,94,61,60,77,75,93,60,1.0,0.0,76.5,71.33333333333333,-1.0,85.10353189830684,74.28571428571429,Average
3,34,93,70,80,67,77,80,91,0.0,0.0,79.25,80.33333333333333,32.5,90.27521575707571,79.71428571428571,High
2,30,90,69,91,84,65,86,93,0.0,0.0,82.5,82.66666666666667,29.0,88.88158969910502,82.57142857142857,High
3,18,67,60,87,73,92,82,70,0.0,0.0,79.75,70.66666666666667,16.5,88.49016983286936,75.85714285714286,High
3,32,81,91,73,72,49,81,72,0.0,0.0,68.75,81.33333333333333,30.5,86.95611801867032,74.14285714285714,Average
1,31,95,71,88,96,82,65,80,0.0,0.0,90.25,72.0,30.5,88.35444086275598,82.42857142857143,High
10,0,67,50,93,86,66,73,85,1.0,0.0,78.0,69.33333333333333,-5.0,85.19330910574226,74.28571428571429,Average
7,3,83,69,99,88,87,81,68,0.0,0.0,89.25,72.66666666666667,-0.5,89.06948352198349,82.14285714285714,High
3,5,87,96,67,64,67,81,90,0.0,0.0,71.25,89.0,8.5,87.14920791768627,78.85714285714286,High
3,24,82,71,84,68,74,64,73,0.0,0.0,77.0,69.33333333333333,27.5,92.81867501282468,73.71428571428571,Average
4,27,97,87,65,90,66,84,75,0.0,0.0,79.5,82.0,25.0,87.76811348895652,80.57142857142857,High
1,21,88,67,77,89,97,70,71,0.0,0.0,87.75,69.33333333333333,25.5,88.5046593289778,79.85714285714286,High
4,32,91,94,81,61,61,82,73,0.0,0.0,73.5,83.0,30.0,86.76044886388839,77.57142857142857,High
7,5,77,60,83,65,81,80,88,1.0,0.0,76.5,76.0,1.5,89.90521115105611,76.28571428571429,High
7,7,94,65,96,77,83,75,98,0.0,0.0,87.5,79.33333333333333,3.5,87.53672060277339,84.0,High
8,1,100,82,91,82,70,51,77,1.0,0.0,85.75,70.0,-3.0,84.33687983403902,79.0,High
3,22,96,75,79,72,69,94,64,0.0,0.0,79.0,77.66666666666667,20.5,87.74089259832861,78.42857142857143,High
5,15,75,64,76,65,44,80,91,0.0,0.0,65.0,78.33333333333333,17.5,85.08117201079693,70.71428571428571,Average
1,12,94,84,85,63,67,89,66,0.0,0.0,77.25,79.66666666666667,11.5,87.40748521654913,78.28571428571429,High
3,21,89,100,89,65,91,83,61,0.0,0.0,83.5,81.33333333333333,24.5,85.67220483515645,82.57142857142857,High
5,24,100,80,74,87,77,95,92,0.0,0.0,84.5,89.0,21.5,90.22150074811849,86.42857142857143,High
7,18,94,97,61,67,77,88,70,0.0,0.0,74.75,85.0,14.5,85.95924299965073,79.14285714285714,High
6,4,78,78,100,87,98,80,98,0.0,0.0,90.75,85.33333333333333,1.0,89.93591960059369,88.42857142857143,High
6,5,65,71,88,57,75,62,62,1.0,0.0,71.25,65.0,2.0,89.53008846173725,68.57142857142857,Average
7,32,68,81,72,76,93,94,97,0.0,0.0,77.25,90.66666666666669,28.5,88.3380962103094,83.0,High
8,0,93,78,98,76,86,89,92,0.0,0.0,88.25,86.33333333333333,1.0,91.96140263360284,87.42857142857143,High
2,34,100,64,95,83,83,94,83,0.0,0.0,90.25,80.33333333333333,33.0,88.08362471218702,86.0,High
5,28,85,99,64,78,63,95,91,0.0,0.0,72.5,95.0,25.5,85.57284306792023,82.14285714285714,High
1,30,80,93,82,89,94,95,70,0.0,1.0,86.25,86.0,34.5,90.77271127888278,86.14285714285714,High
8,31,97,80,60,98,86,83,75,0.0,0.0,85.25,79.33333333333333,27.0,86.88875437249527,82.71428571428571,High
3,33,85,90,100,84,95,77,62,0.0,0.0,91.0,76.33333333333333,36.5,87.46053847894196,84.71428571428571,High
2,28,87,76,87,98,61,92,81,0.0,0.0,83.25,83.0,27.0,87.92483855969107,83.14285714285714,High
2,31,79,70,82,63,90,89,96,0.0,0.0,78.5,85.0,30.0,88.31362209358997,81.28571428571429,High
3,7,87,86,73,88,98,71,85,0.0,0.0,86.5,80.66666666666667,5.5,90.7263815045043,84.0,High
6,28,72,88,62,60,97,86,64,0.0,0.0,72.75,79.33333333333333,25.0,85.30468166549697,75.57142857142857,High
4,44,89,99,93,99,87,89,98,0.0,1.0,92.0,95.33333333333331,47.0,94.7764270574908,93.42857142857144,Excellent
0,13,62,88,87,90,84,88,95,0.0,0.0,80.75,90.33333333333331,13.0,89.37881721230993,84.85714285714286,High
2,15,93,84,86,82,62,87,84,0.0,0.0,80.75,85.0,14.0,90.2727677307958,82.57142857142857,High
3,16,75,97,97,83,74,74,74,0.0,0.0,82.25,81.66666666666667,14.5,89.26066420427533,82.0,High
1,18,75,66,61,69,68,96,63,0.0,0.0,68.25,75.0,17.5,88.14773479556796,71.14285714285714,Average
1,28,88,93,92,70,90,94,85,0.0,0.0,85.0,90.66666666666669,27.5,91.71633851373394,87.42857142857143,High
5,29,86,95,95,72,72,80,65,0.0,0.0,81.25,80.0,26.5,88.20008071052622,80.71428571428571,High
8,30,86,98,97,75,83,95,80,0.0,0.0,85.25,91.0,26.0,90.94987503374888,87.71428571428571,High
1,32,99,95,88,68,91,62,75,0.0,0.0,86.5,77.33333333333333,36.5,85.75386435020427,82.57142857142857,High
0,19,95,85,76,96,68,74,93,0.0,0.0,83.75,84.0,19.0,88.6947125728921,83.85714285714286,High
2,18,92,72,61,93,86,97,79,0.0,0.0,83.0,82.66666666666667,17.0,87.04586846563909,82.85714285714286,High
5,23,88,91,96,99,85,62,86,0.0,1.0,92.0,79.66666666666667,20.5,87.9485231096726,86.71428571428571,High
7,16,92,60,76,61,94,93,94,0.0,0.0,80.75,82.33333333333333,12.5,84.35969796905931,81.42857142857143,High
8,1,70,70,75,83,60,86,62,1.0,0.0,72.0,72.66666666666667,-3.0,90.18989830643456,72.28571428571429,Average
1,35,85,90,98,92,89,88,95,0.0,0.0,91.0,91.0,34.5,95.60303134724236,91.0,Excellent
3,32,79,78,69,80,72,71,88,0.0,0.0,75.0,79.0,30.5,93.42443194559624,76.71428571428571,High
0,31,60,88,75,94,87,82,79,0.0,0.0,79.0,83.0,31.0,88.92880184571568,80.71428571428571,High
10,0,63,86,89,87,67,73,80,1.0,0.0,76.5,79.66666666666667,-5.0,89.6651306825135,77.85714285714286,High
3,24,99,77,82,60,88,91,93,0.0,0.0,82.25,87.0,22.5,87.09374459529688,84.28571428571429,High
4,13,93,61,71,82,43,94,88,0.0,0.0,72.25,81.0,11.0,81.14971264586842,76.0,High
1,4,63,72,92,82,84,82,60,0.0,0.0,80.25,71.33333333333333,3.5,88.22634094178672,76.42857142857143,High
1,1,81,86,84,78,63,86,73,1.0,0.0,76.5,81.66666666666667,0.5,91.63909323669006,78.71428571428571,High
5,27,60,61,66,82,100,76,79,0.0,0.0,77.0,72.0,24.5,85.9000168861972,74.85714285714286,Average
7,4,68,50,68,53,58,87,74,1.0,0.0,61.75,70.33333333333333,0.5,87.0918999221788,65.42857142857143,Average
7,8,89,97,65,75,61,60,60,0.0,0.0,72.5,72.33333333333333,4.5,84.83581914667393,72.42857142857143,Average
1,35,86,87,89,91,90,85,92,0.0,0.0,89.0,88.0,39.5,97.36326320001768,88.57142857142857,High
2,7,71,96,83,76,60,87,74,0.0,0.0,72.5,85.66666666666667,11.0,88.2891991246176,78.14285714285714,High
9,4,72,69,58,79,70,50,98,1.0,0.0,69.75,72.33333333333333,-0.5,84.67650419096465,70.85714285714286,Average
2,25,74,67,90,69,83,89,68,0.0,0.0,79.0,74.66666666666667,24.0,89.97621875357456,77.14285714285714,High
2,28,99,84,75,81,91,87,63,0.0,0.0,86.5,78.0,27.0,88.41799425216611,82.85714285714286,High
4,19,99,78,74,95,72,65,91,0.0,0.0,85.0,78.0,17.0,87.03851860318429,82.0,High
2,16,88,71,82,98,91,73,74,0.0,0.0,89.75,72.66666666666667,15.0,89.69050368418931,82.42857142857143,High
3,6,65,72,77,89,74,76,61,0.0,0.0,76.25,69.66666666666667,4.5,90.96567392557432,73.42857142857143,Average
5,4,90,99,87,81,90,80,92,1.0,0.0,87.0,90.33333333333331,1.5,93.44619339983387,88.42857142857143,High
9,34,91,88,79,60,82,96,83,0.0,0.0,78.0,89.0,29.5,88.42827748756643,82.71428571428571,High
3,31,86,92,66,66,100,99,91,0.0,0.0,79.5,94.0,29.5,85.70881057301054,85.71428571428571,High
2,27,86,84,98,67,76,75,65,0.0,0.0,81.75,74.66666666666667,26.0,88.45711928338098,78.71428571428571,High
4,22,92,91,85,94,69,80,71,0.0,0.0,85.0,80.66666666666667,20.0,89.84407280732788,83.14285714285714,High
3,25,90,97,64,64,61,81,93,0.0,0.0,69.75,90.33333333333331,28.5,84.6284121091634,78.57142857142857,High
3,19,98,69,61,62,82,87,64,0.0,0.0,75.75,73.33333333333333,17.5,85.604233426521,74.71428571428571,Average
1,28,72,93,68,62,83,98,67,0.0,0.0,71.25,86.0,27.5,86.08529383641007,77.57142857142857,High
3,34,77,93,83,84,83,84,71,0.0,0.0,81.75,82.66666666666667,37.5,93.2071466125893,82.14285714285714,High
10,5,75,52,84,70,81,99,85,1.0,0.0,77.5,78.66666666666667,0.0,85.37126116167221,78.0,High
1,34,94,82,83,76,83,93,94,0.0,0.0,84.0,89.66666666666667,33.5,92.8153602999839,86.42857142857143,High
7,34,75,88,71,62,90,78,95,0.0,0.0,74.5,87.0,30.5,88.2891991246176,79.85714285714286,High
0,19,91,91,66,97,62,89,82,0.0,0.0,79.0,87.33333333333333,19.0,86.52338886741003,82.57142857142857,High
0,13,75,64,100,63,98,71,73,0.0,0.0,84.0,69.33333333333333,13.0,84.79348510545249,77.71428571428571,High
3,18,93,79,86,72,89,61,98,0.0,0.0,85.0,79.33333333333333,16.5,87.15662112400398,82.57142857142857,High
5,1,86,81,80,85,62,86,69,0.0,0.0,78.25,78.66666666666667,-1.5,90.63949533310048,78.42857142857143,High
1,29,92,61,96,79,97,89,78,0.0,0.0,91.0,76.0,28.5,87.15662112400398,84.57142857142857,High
5,34,90,91,61,72,64,84,72,0.0,0.0,71.75,82.33333333333333,31.5,87.85210188668721,76.28571428571429,High
1,31,92,78,96,91,82,98,100,0.0,0.0,90.25,92.0,30.5,91.77402488049796,91.0,Excellent
2,14,90,88,71,96,72,74,80,0.0,0.0,82.25,80.66666666666667,13.0,90.13664791839436,81.57142857142857,High
6,32,78,92,77,100,61,82,61,0.0,0.0,79.0,78.33333333333333,34.0,85.44305107844498,78.71428571428571,High
10,5,82,58,58,91,91,55,98,1.0,0.0,80.5,70.33333333333333,0.0,81.47588444370805,76.14285714285714,High
5,33,86,62,81,63,75,92,95,0.0,0.0,76.25,83.0,30.5,86.84162406894919,79.14285714285714,High
1,32,83,63,93,94,93,90,78,0.0,0.0,90.75,77.0,31.5,88.66526619297169,84.85714285714286,High
0,11,69,85,70,79,68,81,89,0.0,0.0,71.5,85.0,11.0,91.61918290152474,77.28571428571429,High
0,12,83,81,96,96,62,82,77,0.0,0.0,84.25,80.0,12.0,88.3258527383918,82.42857142857143,High
2,24,84,63,98,70,92,78,93,0.0,0.0,86.0,78.0,23.0,87.0918999221788,82.57142857142857,High
2,29,89,71,77,88,66,80,87,0.0,0.0,80.0,79.33333333333333,33.0,91.061053646835,79.71428571428571,High
0,33,77,99,73,83,71,82,80,0.0,0.0,76.0,87.0,33.0,90.7856220012004,80.71428571428571,High
0,13,94,88,98,64,99,98,96,0.0,0.0,88.75,94.0,13.0,87.52335515185807,91.0,Excellent
3,10,93,64,81,74,96,94,98,0.0,0.0,86.0,85.33333333333333,8.5,87.02933713189279,85.71428571428571,High
3,38,92,88,90,94,88,92,96,0.0,1.0,91.0,92.0,36.5,97.00794703382762,91.42857142857144,Excellent
2,5,73,87,92,99,84,91,71,0.0,0.0,87.0,83.0,4.0,89.79029406701176,85.28571428571429,High
3,35,90,87,100,98,91,98,96,0.0,0.0,94.75,93.66666666666669,38.5,95.0767799929218,94.28571428571428,Excellent
10,1,87,58,85,82,100,87,91,1.0,0.0,88.5,78.66666666666667,-4.0,87.0679431164994,84.28571428571429,High
2,21,88,74,99,72,63,87,79,0.0,0.0,80.5,80.0,20.0,88.00396891031197,80.28571428571429,High
6,5,88,99,71,85,82,94,90,0.0,0.0,81.5,94.33333333333331,2.0,90.9815004943542,87.0,High
1,15,96,87,64,88,64,92,77,0.0,0.0,78.0,85.33333333333333,19.5,86.93058823781561,81.14285714285714,High
3,28,89,96,85,91,100,91,91,0.0,1.0,91.25,92.66666666666669,26.5,95.1547765297986,91.85714285714286,Excellent
1,5,58,77,69,83,94,70,97,0.0,0.0,76.0,81.33333333333333,4.5,85.9321372659255,78.28571428571429,High
2,35,95,98,97,94,88,99,96,0.0,1.0,93.5,97.66666666666669,34.0,96.36158066763942,95.28571428571428,Excellent
8,28,76,69,86,72,71,79,63,0.0,0.0,76.25,70.33333333333333,29.0,92.56776647042794,73.71428571428571,Average
2,16,87,89,91,76,77,97,61,0.0,0.0,82.75,82.33333333333333,15.0,87.89136474993785,82.57142857142857,High
2,29,60,65,86,66,61,99,89,0.0,0.0,68.25,84.33333333333333,28.0,84.21574020921928,75.14285714285714,High
10,3,70,61,83,52,81,97,69,1.0,0.0,71.5,75.66666666666667,-2.0,85.00317493918257,73.28571428571429,Average
6,35,90,86,99,94,100,89,85,0.0,0.0,95.75,86.66666666666667,32.0,94.01589406765524,91.85714285714286,Excellent
2,29,75,96,61,73,60,77,81,0.0,0.0,67.25,84.66666666666667,28.0,87.71567006692014,74.71428571428571,Average
3,14,96,100,96,87,83,81,95,0.0,0.0,90.5,92.0,17.5,92.61920123047712,91.14285714285714,Excellent
2,11,88,98,81,61,62,96,60,0.0,0.0,73.0,84.66666666666667,10.0,83.15759320445363,78.0,High
2,1,99,60,87,94,71,93,93,0.0,0.0,87.75,82.0,5.0,85.68550518164326,85.28571428571429,High
4,14,86,99,64,88,84,95,97,0.0,0.0,80.5,97.0,12.0,88.12766320590673,87.57142857142857,High
4,11,96,61,85,87,83,80,79,0.0,0.0,87.75,73.33333333333333,14.0,89.32515194710571,81.57142857142857,High
3,28,87,99,70,81,62,90,91,0.0,0.0,75.0,93.33333333333331,26.5,87.0974347327289,82.85714285714286,High
6,18,89,90,96,97,87,84,63,0.0,0.0,92.25,79.0,15.0,88.61496387273858,86.57142857142857,High
1,31,77,98,67,67,80,90,66,0.0,0.0,72.75,84.66666666666667,30.5,87.5176314823859,77.85714285714286,High
6,2,57,71,51,59,84,74,68,1.0,0.0,62.75,71.0,-1.0,88.66106580972318,66.28571428571429,Average
0,32,88,93,91,92,53,65,88,0.0,0.0,81.0,82.0,32.0,84.17957920010615,81.42857142857143,High
3,3,56,75,78,82,98,99,81,0.0,0.0,78.5,85.0,1.5,85.37451669500246,81.28571428571429,High
1,33,94,79,64,79,96,98,93,0.0,0.0,83.25,90.0,32.5,87.49095565296092,86.14285714285714,High
3,4,57,71,76,59,58,84,73,1.0,0.0,62.5,76.0,2.5,89.5482970173232,68.28571428571429,Average
4,0,81,86,68,65,87,78,82,1.0,0.0,75.25,82.0,-2.0,91.44764025880242,78.14285714285714,High
2,10,96,83,64,84,98,79,99,0.0,0.0,85.5,87.0,9.0,87.35842083402854,86.14285714285714,High
8,11,97,66,76,80,81,82,64,0.0,0.0,83.5,70.66666666666667,7.0,88.93955998464196,78.0,High
3,5,86,76,92,86,75,67,79,0.0,0.0,84.75,74.0,3.5,91.56537747478542,80.14285714285714,High
4,33,94,74,95,82,100,63,97,0.0,1.0,92.75,78.0,31.0,86.15734679987078,86.42857142857143,High
2,29,88,83,94,80,97,95,78,0.0,0.0,89.75,85.33333333333333,33.0,92.30956066646011,87.85714285714286,High
3,26,84,74,74,67,72,99,65,0.0,0.0,74.25,79.33333333333333,24.5,88.3258527383918,76.42857142857143,High
1,25,85,82,88,62,71,71,75,0.0,0.0,76.5,76.0,24.5,90.80372746318224,76.28571428571429,High
2,30,78,89,95,71,68,71,69,0.0,0.0,78.0,76.33333333333333,34.0,89.31177773256492,77.28571428571429,High
2,13,86,66,77,74,84,72,95,0.0,0.0,80.25,77.66666666666667,12.0,90.19475359091588,79.14285714285714,High
1,25,99,98,80,83,89,68,61,0.0,0.0,87.75,75.66666666666667,24.5,85.66057715181509,82.57142857142857,High
0,15,67,64,99,84,100,81,78,0.0,0.0,87.5,74.33333333333333,15.0,85.95924299965073,81.85714285714286,High
6,10,84,94,60,83,97,75,97,0.0,0.0,81.0,88.66666666666667,7.0,86.48810048248475,84.28571428571429,High
3,0,72,62,96,95,97,71,83,0.0,0.0,90.0,72.0,3.5,85.79068045595561,82.28571428571429,High
1,17,74,88,99,92,93,85,81,0.0,0.0,89.5,84.66666666666667,16.5,91.69624296162388,87.42857142857143,High
5,4,74,74,83,52,70,87,95,1.0,0.0,69.75,85.33333333333333,1.5,86.15734679987078,76.42857142857143,High
3,32,91,92,64,69,82,94,61,0.0,0.0,76.5,82.33333333333333,30.5,85.88145427696841,79.0,High
5,34,77,66,94,77,49,83,64,0.0,0.0,74.25,71.0,31.5,85.4005870959529,72.85714285714286,Average
7,8,87,90,91,60,95,67,62,0.0,0.0,83.25,73.0,4.5,84.84053022663643,78.85714285714286,High
1,3,60,70,61,63,61,71,73,0.0,0.0,61.25,71.33333333333333,7.5,94.46655192316332,65.57142857142857,Average
1,3,92,84,86,80,73,97,88,1.0,0.0,82.75,89.66666666666667,7.5,92.15325363150887,85.71428571428571,High
9,4,71,89,63,50,63,64,69,1.0,0.0,61.75,74.0,-0.5,88.2101738774484,67.0,Average
1,2,62,100,91,75,99,76,78,0.0,0.0,81.75,84.66666666666667,1.5,85.92875272052972,83.0,High
0,0,100,85,81,91,75,64,83,0.0,0.0,86.75,77.33333333333333,0.0,88.55863810970207,82.71428571428571,High
5,3,94,65,100,77,66,96,68,0.0,0.0,84.25,76.33333333333333,5.5,84.61138330422374,80.85714285714286,High
4,4,98,80,66,94,86,72,86,0.0,0.0,86.0,79.33333333333333,2.0,88.57738250328802,83.14285714285714,High
3,21,94,81,88,81,71,92,73,0.0,0.0,83.5,82.0,19.5,91.06638237836856,82.85714285714286,High
3,4,92,69,93,67,79,84,69,0.0,0.0,82.75,74.0,2.5,88.93955998464196,79.0,High
5,1,50,87,93,84,86,73,74,1.0,0.0,78.25,78.0,3.5,85.67719101772082,78.14285714285714,High
7,49,99,98,94,96,95,88,92,0.0,1.0,96.0,92.66666666666669,45.5,96.26471139637364,94.57142857142856,Excellent
3,12,70,68,89,60,79,85,66,0.0,0.0,74.5,73.0,10.5,89.33184534188204,73.85714285714286,Average
6,9,92,93,86,61,78,80,62,0.0,0.0,79.25,78.33333333333333,6.0,86.90510822968778,78.85714285714286,High
1,20,82,70,86,66,97,93,91,0.0,0.0,82.75,84.66666666666667,19.5,88.26888549117997,83.57142857142857,High
7,16,83,73,82,62,92,68,76,0.0,0.0,79.75,72.33333333333333,17.5,89.93591960059369,76.57142857142857,High
1,13,84,85,64,74,79,92,64,0.0,0.0,75.25,80.33333333333333,12.5,89.29397143572615,77.42857142857143,High
0,30,60,71,91,83,93,88,97,0.0,0.0,81.75,85.33333333333333,30.0,86.72453031949169,83.28571428571429,High
3,7,67,60,99,60,82,81,63,0.0,0.0,77.0,68.0,5.5,85.30954310412628,73.14285714285714,Average
3,38,96,92,93,91,88,90,88,0.0,1.0,92.0,90.0,36.5,97.14643080636596,91.14285714285714,Excellent
4,7,97,63,61,77,74,94,61,0.0,0.0,77.25,72.66666666666667,5.0,84.80444927273902,75.28571428571429,High
1,8,89,62,79,60,93,77,73,0.0,0.0,80.25,70.66666666666667,7.5,87.55775246149138,76.14285714285714,High
0,8,68,95,62,65,70,65,64,0.0,0.0,66.25,74.66666666666667,8.0,88.60660174445202,69.85714285714286,Average
9,11,82,85,94,75,97,98,76,0.0,0.0,87.0,86.33333333333333,11.5,90.3095530595972,86.71428571428571,High
3,30,85,78,99,81,60,83,75,0.0,0.0,81.25,78.66666666666667,33.5,88.27497588590154,80.14285714285714,High
3,11,86,66,84,86,74,91,66,0.0,0.0,82.5,74.33333333333333,14.5,89.7530492340404,79.0,High
2,35,87,86,89,94,93,91,88,0.0,0.0,90.75,88.33333333333333,34.0,96.96057649576515,89.71428571428571,High
7,4,98,81,58,78,91,74,75,1.0,0.0,81.25,76.66666666666667,0.5,87.14550291772971,79.28571428571429,High
9,6,91,94,75,86,84,67,97,0.0,0.0,84.0,86.0,6.5,89.30064532431089,84.85714285714286,High
1,33,100,90,89,91,86,75,72,0.0,1.0,91.5,79.0,32.5,90.3144683259243,86.14285714285714,High
1,1,50,60,70,75,100,62,100,0.0,0.0,73.75,74.0,0.5,80.48565850945711,73.85714285714286,Average
3,11,75,92,70,62,87,87,98,0.0,0.0,73.5,92.33333333333331,9.5,87.10481817554657,81.57142857142857,High
7,21,86,62,81,63,92,75,79,0.0,0.0,80.5,72.0,17.5,88.81327317117035,76.85714285714286,High
3,24,80,66,67,72,78,99,67,0.0,0.0,74.25,77.33333333333333,22.5,88.26888549117997,75.57142857142857,High
7,4,56,66,92,74,79,80,68,1.0,0.0,75.25,71.33333333333333,0.5,88.39745512316166,73.57142857142857,Average
1,1,91,72,85,78,92,82,85,0.0,0.0,86.5,79.66666666666667,0.5,92.95592109505807,83.57142857142857,High
1,12,94,65,90,79,97,76,75,0.0,0.0,90.0,72.0,16.5,88.34218022506944,82.28571428571429,High
7,28,81,82,99,86,88,60,89,0.0,0.0,88.5,77.0,24.5,88.04373047508626,83.57142857142857,High
2,20,94,82,91,94,100,99,69,0.0,0.0,94.75,83.33333333333333,19.0,89.05424631149029,89.85714285714286,High
3,35,99,89,93,87,86,90,96,0.0,1.0,91.25,91.66666666666669,33.5,95.20913567794068,91.42857142857144,Excellent
0,33,88,83,62,88,100,83,84,0.0,0.0,84.5,83.33333333333333,33.0,88.64218330839945,84.0,High
6,4,79,74,68,82,65,73,89,0.0,0.0,73.5,78.66666666666667,1.0,91.71921328789176,75.71428571428571,High
4,1,49,85,70,90,79,71,67,1.0,0.0,72.0,74.33333333333333,-1.0,86.4969139329806,73.0,Average
5,7,97,99,67,87,66,68,67,0.0,0.0,79.25,78.0,4.5,84.91452922274453,78.71428571428571,High
3,27,96,70,82,71,99,90,65,0.0,0.0,87.0,75.0,25.5,86.44236289726253,81.85714285714286,High
2,34,89,71,75,65,74,93,90,0.0,0.0,75.75,84.66666666666667,33.0,89.0782000436872,79.57142857142857,High
2,17,94,90,77,65,83,79,96,0.0,0.0,79.75,88.33333333333333,16.0,89.09347071922599,83.42857142857143,High
1,18,62,73,95,68,61,60,68,0.0,0.0,71.5,67.0,17.5,87.85014207412088,69.57142857142857,Average
2,9,68,94,92,77,79,88,74,0.0,0.0,79.0,85.33333333333333,13.0,90.22393593661393,81.71428571428571,High
2,3,58,66,99,98,69,65,78,0.0,0.0,81.0,69.66666666666667,2.0,83.61475692959698,76.14285714285714,High
5,28,92,77,75,84,74,82,78,0.0,0.0,81.25,79.0,25.5,93.70941746962744,80.28571428571429,High
5,28,90,78,86,83,98,71,84,0.0,0.0,89.25,77.66666666666667,25.5,91.42262111298396,84.28571428571429,High
2,26,84,67,89,96,88,60,88,0.0,1.0,89.25,71.66666666666667,25.0,86.90147227466275,81.71428571428571,High
10,4,81,85,50,53,55,91,78,1.0,0.0,59.75,84.66666666666667,4.0,82.85496045637746,70.42857142857143,Average
3,15,87,89,94,82,81,98,88,0.0,0.0,86.0,91.66666666666669,13.5,93.9211529915303,88.42857142857143,High
3,33,88,75,83,74,76,72,61,0.0,0.0,80.25,69.33333333333333,31.5,91.45878340326269,75.57142857142857,High
3,31,76,83,100,96,65,98,97,0.0,0.0,84.25,92.66666666666669,34.5,86.54106775621271,87.85714285714286,High
5,7,60,66,65,90,61,96,74,0.0,0.0,69.0,78.66666666666667,9.5,85.59596617345716,73.14285714285714,Average
1,26,85,64,98,68,70,63,77,0.0,0.0,80.25,68.0,25.5,87.27207793864214,75.0,Average
9,3,73,88,57,93,85,85,77,1.0,0.0,77.0,83.33333333333333,-1.5,87.9623606174316,79.71428571428571,High
5,31,99,81,80,89,75,83,93,0.0,0.0,85.75,85.66666666666667,28.5,91.65905109886,85.71428571428571,High
4,1,95,57,77,81,83,57,70,1.0,0.0,84.0,61.333333333333336,-1.0,86.0153144986586,74.28571428571429,Average
4,30,92,90,92,78,59,68,96,0.0,0.0,80.25,84.66666666666667,33.0,85.85281451514624,82.14285714285714,High
2,28,100,94,76,60,95,90,66,0.0,0.0,82.75,83.33333333333333,32.0,84.34752415750147,83.0,High
3,24,89,67,98,94,89,60,95,0.0,1.0,92.5,74.0,22.5,85.11312498812973,84.57142857142857,High
1,28,94,66,68,94,62,76,77,0.0,0.0,79.5,73.0,32.5,87.05506166212335,76.71428571428571,High
6,6,89,64,78,85,68,84,99,0.0,0.0,80.0,82.33333333333333,3.0,87.88939858361003,81.0,High
9,5,74,79,82,51,67,65,82,1.0,0.0,68.5,75.33333333333333,5.5,88.7031399221267,71.42857142857143,Average
2,12,95,82,70,81,94,93,69,0.0,0.0,85.0,81.33333333333333,11.0,88.94171286836364,83.42857142857143,High
